sample_id,negative_type,gene_ids,target_size,actual_size,seed,split,source_pathway_id,source_database,source_family,source_pathway_id_1,source_pathway_id_2,source_pathway_id_3,source_family_1,source_family_2,source_family_3,kept_fraction,replaced_fraction,replacement_fraction,n_kept,n_replaced,contribution_fraction_1,contribution_fraction_2,contribution_fraction_3,random_fill_count,max_overlap_with_curated,closest_curated_pathway
TEST_NEG_seed42_empirical_size_matched_random_0023,empirical_size_matched_random,"AT1G62220,AT2G14765,AT2G17320,AT3G12780,AT3G21180,AT3G47120,AT3G47350,AT4G10560,AT4G34780,AT5G14020,AT5G15800,AT5G17450,AT5G18710,AT5G27560,AT5G48605",15,15,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1111111111111111,AC_PANTO-PWY
TEST_NEG_seed42_empirical_size_matched_random_0024,empirical_size_matched_random,"AT1G32500,AT1G45100,AT1G51820,AT1G55130,AT1G65800,AT1G71220,AT1G73020,AT1G73750,AT1G77580,AT2G15710,AT2G16485,AT2G17000,AT2G18130,AT2G23910,AT2G45720,AT2G45740,AT3G05935,AT3G09090,AT3G53020,AT4G00232,AT4G09440,AT4G39510,AT5G02130,AT5G24630,AT5G36662,AT5G41280",26,26,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.06666666666666667,AC_PWY-282
TEST_NEG_seed42_empirical_size_matched_random_0025,empirical_size_matched_random,"AT1G08180,AT1G17560,AT1G35660,AT1G48550,AT1G52240,AT1G56460,AT1G70505,AT2G04080,AT2G14520,AT2G20480,AT2G32090,AT2G45570,AT3G01085,AT3G02130,AT3G05370,AT3G42990,AT3G47220,AT3G51530,AT3G55620,AT4G15248,AT4G33040,AT4G34131,AT5G07660,AT5G19180,AT5G22070,AT5G22810,AT5G29070,AT5G35067,AT5G42910,AT5G46970,AT5G49390,AT5G63135",32,32,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,AC_PWY-6367
TEST_NEG_seed42_empirical_size_matched_random_0026,empirical_size_matched_random,"AT1G24265,AT1G27510,AT1G29800,AT3G54930,AT4G18440,AT4G19275,AT4G25840,AT4G37790,AT5G02550,AT5G04045,AT5G60410,AT5G63650",12,12,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.16666666666666666,AC_PWY-6124
TEST_NEG_seed42_empirical_size_matched_random_0027,empirical_size_matched_random,"AT1G09650,AT1G15570,AT1G30990,AT1G34817,AT1G48620,AT1G60630,AT1G63020,AT1G65110,AT1G68526,AT1G75040,AT1G80310,AT2G21930,AT2G27270,AT2G28150,AT2G34980,AT3G07522,AT3G09290,AT3G11380,AT3G15080,AT3G15200,AT3G15604,AT3G24495,AT3G26512,AT3G44006,AT3G47160,AT3G47170,AT4G08470,AT4G13530,AT4G14120,AT4G15953,AT4G22600,AT4G24460,AT4G25225,AT4G31690,AT5G13250,AT5G13400,AT5G14400,AT5G14710,AT5G24990,AT5G25300,AT5G27110,AT5G28150,AT5G34881,AT5G35950,AT5G37550,AT5G43850,AT5G44250,AT5G46310,AT5G51640,AT5G53580,AT5G53910,AT5G54510,AT5G60770",53,53,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.125,AC_PWY-4361
TEST_NEG_seed42_empirical_size_matched_random_0028,empirical_size_matched_random,"AT1G78000,AT2G20740,AT4G03965,AT4G13235,AT4G36780,AT4G37810,AT5G02400,AT5G19460,AT5G65730",9,9,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.14285714285714285,AC_PWY-6908
TEST_NEG_seed42_empirical_size_matched_random_0029,empirical_size_matched_random,"AT1G07476,AT1G47210,AT2G01045,AT3G44300,AT3G46617,AT3G53250,AT5G27170,AT5G39370",8,8,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.125,ath00380
TEST_NEG_seed42_empirical_size_matched_random_0030,empirical_size_matched_random,"AT1G11580,AT1G16610,AT1G21313,AT1G25054,AT1G30360,AT1G78590,AT2G21655,AT2G30020,AT2G33810,AT2G36295,AT2G42340,AT3G23390,AT3G60240,AT4G28755,AT5G03970,AT5G11840,AT5G26210,AT5G43720,AT5G49560,AT5G66607",20,20,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.15,ath01100
TEST_NEG_seed42_empirical_size_matched_random_0031,empirical_size_matched_random,"AT1G03230,AT1G04240,AT1G16380,AT1G56040,AT1G66640,AT1G72830,AT1G72990,AT1G75060,AT2G04850,AT2G06850,AT2G36985,AT2G47820,AT3G05520,AT3G07960,AT3G15090,AT3G25655,AT3G52155,AT4G10790,AT4G11160,AT4G25900,AT5G11412,AT5G21274,AT5G24150,AT5G26940,AT5G28640,AT5G35475,AT5G44920,AT5G63980",28,28,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,ath00604
TEST_NEG_seed42_empirical_size_matched_random_0032,empirical_size_matched_random,"AT1G02050,AT1G09700,AT1G09720,AT1G73340,AT2G04910,AT2G06095,AT2G23270,AT3G60140,AT4G12880,AT5G52655",10,10,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,AC_PWY-6787
TEST_NEG_seed42_empirical_size_matched_random_0033,empirical_size_matched_random,"AT1G10865,AT1G22730,AT1G29840,AT1G30730,AT1G55290,AT1G58470,AT2G31510,AT2G33130,AT2G39850,AT5G05640,AT5G17740,AT5G51100,AT5G52655,AT5G54500",14,14,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.14285714285714285,ath01110
TEST_NEG_seed42_empirical_size_matched_random_0034,empirical_size_matched_random,"AT1G11593,AT1G14686,AT1G14880,AT1G66230,AT2G01660,AT2G22720,AT3G07500,AT4G17500,AT5G11470,AT5G41040",10,10,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,AC_PWY-7120
TEST_NEG_seed42_empirical_size_matched_random_0035,empirical_size_matched_random,"AT1G34650,AT1G72640,AT1G75520,AT2G01810,AT2G47030,AT3G12030,AT3G54790,AT5G19750,AT5G50000",9,9,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1111111111111111,ath00040
TEST_NEG_seed42_empirical_size_matched_random_0036,empirical_size_matched_random,"AT1G72220,AT2G10602,AT2G13370,AT4G30290,AT5G23780,AT5G45840,AT5G48370,AT5G50520",8,8,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.125,AC_PWY-1121
TEST_NEG_seed42_empirical_size_matched_random_0037,empirical_size_matched_random,"AT1G33240,AT2G14890,AT2G35250,AT3G14300,AT3G54650,AT4G10457,AT4G15700,AT4G28085,AT5G40240,AT5G59590",10,10,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,AC_PWY-5321
TEST_NEG_seed42_empirical_size_matched_random_0038,empirical_size_matched_random,"AT1G08750,AT1G11360,AT1G33520,AT1G62262,AT2G01870,AT2G03823,AT2G34780,AT2G40116,AT2G47930,AT3G03970,AT3G04040,AT3G15770,AT3G52430,AT3G55320,AT3G56940,AT4G22510,AT4G35165,AT5G19330,AT5G19950,AT5G21222,AT5G23120,AT5G25140,AT5G35900,AT5G43000,AT5G44540",25,25,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.12,ath01100
TEST_NEG_seed42_empirical_size_matched_random_0039,empirical_size_matched_random,"AT1G30950,AT1G52190,AT1G60995,AT1G65770,AT1G76860,AT1G77010,AT2G41760,AT3G05820,AT3G12685,AT3G56790,AT4G08920,AT4G25410,AT5G38378,AT5G42610",14,14,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.07142857142857142,ath00052
TEST_NEG_seed42_empirical_size_matched_random_0040,empirical_size_matched_random,"AT1G11090,AT1G32975,AT1G43171,AT1G58070,AT1G63460,AT1G69100,AT1G69200,AT1G73830,AT1G80880,AT2G02720,AT2G10940,AT2G33845,AT2G37435,AT3G17210,AT3G20640,AT3G62070,AT4G05020,AT4G11845,AT5G15500,AT5G57690",20,20,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.25,ath01100
TEST_NEG_seed42_empirical_size_matched_random_0041,empirical_size_matched_random,"AT1G07840,AT1G11890,AT1G31200,AT1G34350,AT1G61620,AT1G76540,AT2G05170,AT2G32275,AT2G39410,AT2G42170,AT3G20420,AT3G24440,AT3G28200,AT3G29633,AT3G44460,AT3G51200,AT4G04320,AT4G12010,AT4G13830,AT4G20770,AT5G11260,AT5G18380,AT5G23040,AT5G23330,AT5G65810",25,25,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.12,ath01100
TEST_NEG_seed42_empirical_size_matched_random_0042,empirical_size_matched_random,"AT1G66380,AT2G12462,AT2G25450,AT3G01030,AT3G02270,AT4G13100,AT4G18160,AT5G14160,AT5G51710,AT5G65000",10,10,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,AC_PWYQT-4471
TEST_NEG_seed42_empirical_size_matched_random_0043,empirical_size_matched_random,"AT1G01410,AT1G05370,AT1G13805,AT1G23995,AT1G63180,AT2G47880,AT3G26147,AT3G48030,AT3G54550,AT3G55970,AT4G22230,AT5G03190,AT5G17520",13,13,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1111111111111111,AC_PWY-641
TEST_NEG_seed42_empirical_size_matched_random_0044,empirical_size_matched_random,"AT1G41820,AT2G03090,AT2G14900,AT2G33100,AT3G02530,AT3G09050,AT3G18485,AT4G02960",8,8,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.125,AC_PWY-1001
TEST_NEG_seed42_empirical_size_matched_random_0045,empirical_size_matched_random,"AT1G29560,AT1G30050,AT1G47750,AT1G53165,AT1G66290,AT2G07632,AT2G37940,AT2G41720,AT3G14362,AT3G20640,AT3G28270,AT3G55220,AT3G58110,AT4G10190,AT4G12290,AT4G13190,AT4G16540,AT4G22160,AT4G37730,AT5G43470,AT5G52170,AT5G60960",22,22,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.058823529411764705,AC_PWY-5129
TEST_NEG_seed42_empirical_size_matched_random_0046,empirical_size_matched_random,"AT1G50870,AT2G28640,AT3G45440,AT3G53610,AT3G58877,AT4G00905,AT4G36880,AT4G37850",8,8,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.125,ath04144
TEST_NEG_seed42_empirical_size_matched_random_0047,empirical_size_matched_random,"AT1G05620,AT1G07902,AT1G58160,AT1G60260,AT2G07685,AT2G19060,AT2G24580,AT2G36270,AT3G10770,AT3G21460,AT3G23200,AT3G52450,AT3G62370,AT4G06744,AT4G14050,AT4G17360,AT4G36880,AT4G38280,AT4G39560,AT5G03610",20,20,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,ath01100
TEST_NEG_seed42_empirical_size_matched_random_0048,empirical_size_matched_random,"AT1G04880,AT1G23915,AT1G32570,AT1G52990,AT1G53760,AT2G33240,AT2G34990,AT2G36390,AT3G12260,AT3G16640,AT3G45990,AT4G30074,AT5G04110,AT5G11975,AT5G61630,AT5G67190,AT5G67480",17,17,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.11764705882352941,ath01100
TEST_NEG_seed42_empirical_size_matched_random_0049,empirical_size_matched_random,"AT1G05783,AT1G11000,AT1G12560,AT1G26520,AT1G30100,AT1G30220,AT1G77410,AT2G04410,AT2G18140,AT2G19970,AT2G28920,AT2G29020,AT2G29110,AT2G36170,AT3G10680,AT3G11290,AT3G54120,AT3G57750,AT3G63440,AT4G03140,AT4G05240,AT4G06676,AT4G17610,AT5G06810,AT5G11740,AT5G14275,AT5G17720,AT5G21010,AT5G27750,AT5G36001,AT5G41870,AT5G53900,AT5G54810,AT5G57670",34,34,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.11764705882352941,ath01110
TEST_NEG_seed42_empirical_size_matched_random_0050,empirical_size_matched_random,"AT1G72140,AT2G03320,AT3G12500,AT5G14980,AT5G63020",5,5,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,ath00520
TEST_NEG_seed42_empirical_size_matched_random_0051,empirical_size_matched_random,"AT1G04730,AT1G47420,AT1G48095,AT1G69760,AT1G80190,AT2G22630,AT3G08620,AT3G55000,AT5G24850",9,9,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0,
TEST_NEG_seed42_empirical_size_matched_random_0052,empirical_size_matched_random,"AT1G13770,AT1G48690,AT1G61810,AT1G65390,AT1G69580,AT2G32170,AT2G40050,AT4G39090,AT5G61960,AT5G64920",10,10,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,ath01100
TEST_NEG_seed42_empirical_size_matched_random_0053,empirical_size_matched_random,"AT1G47660,AT1G52060,AT2G27750,AT2G35605,AT2G47340,AT4G32170,AT5G16880,AT5G47740",8,8,20042,test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.125,AC_PWY-282
TEST_NEG_seed42_full_replacement_shuffled_0000,full_replacement_shuffled,"AT1G02580,AT1G02990,AT1G09220,AT1G20570,AT1G34810,AT1G66280,AT2G28720,AT3G03780,AT3G08810,AT3G17250,AT3G27950,AT3G48820,AT4G10070,AT4G20830,AT4G25350,AT5G19720,AT5G25760,AT5G50200,AT5G52100,AT5G59990",20,20,20042,test,AC_PWY-622,AraCyc,Carbohydrate metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,20,NA,NA,NA,0,0.2,ath01100
TEST_NEG_seed42_full_replacement_shuffled_0001,full_replacement_shuffled,"AT1G18160,AT1G18610,AT1G23970,AT1G27220,AT1G65890,AT1G74930,AT1G77765,AT2G02650,AT2G04100,AT2G07644,AT2G20060,AT2G20180,AT2G45170,AT2G46520,AT3G49601,AT3G57360,AT4G11845,AT4G21850,AT4G31050,AT4G37140,AT5G02190,AT5G05610,AT5G06260,AT5G07175,AT5G12280,AT5G15270,AT5G35630,AT5G38392,AT5G40580,AT5G41500,AT5G45680,AT5G53300,AT5G63625,AT5G65560",34,34,20042,test,ath00770,KEGG,Cofactor/vitamin metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,34,NA,NA,NA,0,0.2,AC_PWY0-501
TEST_NEG_seed42_full_replacement_shuffled_0002,full_replacement_shuffled,"AT1G04200,AT1G10250,AT1G26798,AT1G29195,AT1G48390,AT1G49435,AT1G52191,AT1G68980,AT1G72040,AT1G74140,AT1G79520,AT2G02140,AT2G33835,AT2G38365,AT2G45630,AT3G04810,AT3G06040,AT3G10550,AT3G21060,AT3G27940,AT3G30300,AT3G47295,AT3G47870,AT4G13885,AT4G18090,AT4G29360,AT4G35430,AT4G38810,AT5G03970,AT5G19550,AT5G28610,AT5G44470",32,32,20042,test,AC_PWYQT-4473,AraCyc,Amino acid metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,32,NA,NA,NA,0,0.2,AC_PWY-5049
TEST_NEG_seed42_full_replacement_shuffled_0003,full_replacement_shuffled,"AT1G04470,AT1G12290,AT1G20065,AT1G54450,AT1G55860,AT2G01210,AT2G03810,AT2G22630,AT2G30950,AT3G05545,AT3G44810,AT3G50130,AT3G56630,AT4G00500,AT4G25950,AT4G25990,AT4G35860,AT5G06220,AT5G14610,AT5G20690,AT5G20700,AT5G35913,AT5G48520,AT5G48570,AT5G55850",25,25,20042,test,AC_PWY-3742,AraCyc,Cofactor/vitamin metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,25,NA,NA,NA,0,0.08333333333333333,AC_PWY-7859
TEST_NEG_seed42_full_replacement_shuffled_0004,full_replacement_shuffled,"AT1G03020,AT1G06150,AT1G09600,AT1G16570,AT1G45233,AT1G48100,AT1G52680,AT1G56150,AT1G68440,AT1G70470,AT1G73630,AT1G73860,AT2G20280,AT2G43220,AT3G02160,AT3G27730,AT3G44755,AT3G62930,AT4G12380,AT4G16420,AT4G28780,AT4G32590,AT4G36850,AT5G01240,AT5G02800,AT5G12140,AT5G17270,AT5G18190,AT5G50050,AT5G60800,AT5G65165",31,31,20042,test,AC_CAMALEXIN-SYN,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,31,NA,NA,NA,0,0.07142857142857142,AC_MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS
TEST_NEG_seed42_full_replacement_shuffled_0005,full_replacement_shuffled,"AT1G16810,AT3G09710,AT3G55250,AT4G24950,AT5G19595,AT5G38865,AT5G61290,AT5G63280,AT5G66950",9,9,20042,test,AC_PWY-2681,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,9,NA,NA,NA,0,0.16666666666666666,AC_PWY-5963
TEST_NEG_seed42_full_replacement_shuffled_0006,full_replacement_shuffled,"AT1G08150,AT1G18871,AT1G19270,AT1G22830,AT1G35440,AT1G43970,AT1G51850,AT1G57770,AT1G60350,AT1G64405,AT1G66130,AT1G66750,AT1G67910,AT1G77160,AT2G23070,AT2G31890,AT2G32800,AT2G34357,AT2G34555,AT2G34820,AT2G37970,AT2G38220,AT2G45540,AT2G46535,AT2G47520,AT2G47870,AT3G13590,AT3G15280,AT3G20110,AT3G27440,AT3G30845,AT3G48480,AT3G49360,AT3G55100,AT3G59980,AT4G02910,AT4G05450,AT4G14150,AT4G20310,AT4G29010,AT5G08150,AT5G09320,AT5G13600,AT5G27710,AT5G48040,AT5G53350,AT5G54880,AT5G58630,AT5G59105,AT5G60500",50,50,20042,test,ath03410,KEGG,Other KEGG/cellular,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,50,NA,NA,NA,0,0.2,AC_PWY-5137
TEST_NEG_seed42_full_replacement_shuffled_0007,full_replacement_shuffled,"AT1G03280,AT1G16190,AT1G31330,AT1G34800,AT1G47230,AT1G48300,AT1G48355,AT1G49000,AT1G50740,AT1G57700,AT1G63490,AT1G64740,AT1G65349,AT1G70990,AT1G71350,AT1G74440,AT1G79990,AT2G04046,AT2G06095,AT2G18360,AT2G19220,AT2G21230,AT2G23570,AT2G25810,AT2G26760,AT2G35990,AT2G40350,AT2G40440,AT2G46250,AT2G46500,AT3G04220,AT3G10610,AT3G11270,AT3G16700,AT3G17170,AT3G21937,AT3G23680,AT3G24870,AT3G26760,AT3G28700,AT3G46190,AT3G48660,AT3G50280,AT3G56320,AT3G61460,AT4G08910,AT4G12030,AT4G17900,AT4G25720,AT4G25880,AT4G27220,AT4G28030,AT4G30074,AT4G30610,AT4G31170,AT4G37340,AT5G01980,AT5G06640,AT5G14100,AT5G15890,AT5G26751,AT5G28919,AT5G37320,AT5G40230,AT5G40320,AT5G48650,AT5G48720,AT5G59660,AT5G63320,AT5G65630",70,70,20042,test,ath00260,KEGG,Amino acid metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,70,NA,NA,NA,0,0.1,AC_PWY0-461
TEST_NEG_seed42_full_replacement_shuffled_0008,full_replacement_shuffled,"AT1G25530,AT1G65160,AT2G17240,AT2G19880,AT2G27250,AT2G27750,AT2G46567,AT2G47990,AT3G02670,AT4G08580,AT4G12140,AT4G12760,AT5G34883,AT5G37940,AT5G64905",15,15,20042,test,AC_PWY-282,AraCyc,Lipid metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,15,NA,NA,NA,0,0.06666666666666667,ath03008
TEST_NEG_seed42_full_replacement_shuffled_0009,full_replacement_shuffled,"AT1G04550,AT1G22440,AT1G49200,AT2G40095,AT2G43660,AT2G44890,AT2G47930,AT3G06680,AT3G10890,AT3G21465,AT3G45840,AT4G01210,AT4G02760,AT5G17730,AT5G28900",15,15,20042,test,AC_PWY-5122,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,15,NA,NA,NA,0,0.13333333333333333,ath01100
TEST_NEG_seed42_full_replacement_shuffled_0010,full_replacement_shuffled,"AT1G05675,AT1G32380,AT1G66580,AT3G02400,AT3G06960,AT3G20270,AT3G25640,AT3G57170,AT4G07400,AT4G18510,AT4G25434,AT5G04270,AT5G11400,AT5G37247,AT5G37520,AT5G38440,AT5G38850",17,17,20042,test,AC_PWY-6691,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,17,NA,NA,NA,0,0.2,AC_PWY0-662
TEST_NEG_seed42_full_replacement_shuffled_0011,full_replacement_shuffled,"AT1G10940,AT1G74200,AT2G11890,AT2G14540,AT2G16050,AT3G01470,AT3G04290,AT3G06350,AT3G07110,AT3G47980,AT3G50920,AT4G01010,AT4G04690,AT4G05097,AT4G09500,AT4G17070,AT4G20050,AT5G03640,AT5G18810,AT5G40730,AT5G44220,AT5G56090,AT5G63660",23,23,20042,test,AC_PWY-2541,AraCyc,Lipid metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,23,NA,NA,NA,0,0.16666666666666666,AC_PWY-6163
TEST_NEG_seed42_full_replacement_shuffled_0012,full_replacement_shuffled,"AT1G50732,AT1G76405,AT1G78995,AT2G13422,AT2G45110,AT3G05820,AT3G50630,AT4G21120,AT4G29870,AT5G55480",10,10,20042,test,AC_PWY3O-4107,AraCyc,Degradation/catabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,10,NA,NA,NA,0,0.1,AC_PWY-6952
TEST_NEG_seed42_full_replacement_shuffled_0013,full_replacement_shuffled,"AT1G26580,AT1G28640,AT1G62410,AT2G14775,AT2G15535,AT2G41630,AT3G12060,AT3G17720,AT3G42670,AT4G37290,AT5G06020,AT5G46420",12,12,20042,test,ath00590,KEGG,Other KEGG/cellular,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,12,NA,NA,NA,0,0.1111111111111111,AC_PWY-4321
TEST_NEG_seed42_full_replacement_shuffled_0014,full_replacement_shuffled,"AT1G11360,AT1G14610,AT1G25270,AT1G58215,AT1G65510,AT1G66910,AT2G02360,AT2G18780,AT2G30260,AT2G34530,AT3G16980,AT3G44710,AT3G55220,AT3G59060,AT4G35050,AT4G38980,AT5G01450,AT5G04610,AT5G05450,AT5G13670,AT5G40210,AT5G43590,AT5G45240,AT5G47430,AT5G59700,AT5G61490,AT5G66550,AT5G67370",28,28,20042,test,AC_PWY-5667,AraCyc,Lipid metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,28,NA,NA,NA,0,0.07142857142857142,ath03040
TEST_NEG_seed42_full_replacement_shuffled_0015,full_replacement_shuffled,"AT1G14970,AT2G31470,AT2G40435,AT2G40710,AT3G24570,AT4G12940,AT5G11910",7,7,20042,test,AC_PWY-2582,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,7,NA,NA,NA,0,0.14285714285714285,ath04146
TEST_NEG_seed42_full_replacement_shuffled_0016,full_replacement_shuffled,"AT1G05470,AT1G58150,AT1G62290,AT2G18920,AT2G44195,AT3G01322,AT3G13880,AT3G15650,AT3G43230,AT3G50480,AT3G51720,AT3G53190,AT3G61723,AT4G11653,AT5G35732",15,15,20042,test,ath04620,KEGG,Signalling/regulatory,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,15,NA,NA,NA,0,0.06666666666666667,ath00040
TEST_NEG_seed42_full_replacement_shuffled_0017,full_replacement_shuffled,"AT1G10875,AT1G11590,AT1G12170,AT1G62980,AT2G07658,AT2G16190,AT4G16857,AT4G30540,AT5G50365",9,9,20042,test,ath00591,KEGG,Lipid metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,9,NA,NA,NA,0,0.1111111111111111,AC_CAMALEXIN-SYN
TEST_NEG_seed42_full_replacement_shuffled_0018,full_replacement_shuffled,"AT1G01725,AT1G80133,AT2G04700,AT2G19230,AT2G38255,AT2G38620,AT2G45220,AT2G45570,AT2G48000,AT3G04975.1,AT3G09410,AT3G21220,AT3G30714,AT3G50170,AT3G58770,AT4G00650,AT4G08530,AT4G10640,AT4G17850,AT4G25370,AT4G34060,AT4G35500,AT5G35600,AT5G35770,AT5G42830,AT5G59410,AT5G62170,AT5G65760",28,28,20042,test,AC_PWY-5667,AraCyc,Lipid metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,28,NA,NA,NA,0,0.045454545454545456,AC_PWY-8321
TEST_NEG_seed42_full_replacement_shuffled_0019,full_replacement_shuffled,"AT1G23900,AT1G29860,AT1G30240,AT1G65220,AT1G73860,AT1G77330,AT2G02635,AT3G26120,AT3G56900,AT4G27040,AT4G39060,AT5G09250,AT5G26980,AT5G35620,AT5G46580,AT5G48440,AT5G65250,AT5G67360",18,18,20042,test,AC_PWY-5320,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,18,NA,NA,NA,0,0.05555555555555555,AC_ETHYL-PWY
TEST_NEG_seed42_full_replacement_shuffled_0020,full_replacement_shuffled,"AT1G14182,AT1G30300,AT1G52070,AT2G28440,AT2G31040,AT2G38695,AT3G18570,AT3G20870,AT3G23830,AT3G51930,AT4G05200,AT4G16070,AT4G18300,AT4G27370,AT4G31590",15,15,20042,test,AC_PWY-4221ARA,AraCyc,Cofactor/vitamin metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,15,NA,NA,NA,0,0.06666666666666667,AC_LIPAS-PWY
TEST_NEG_seed42_full_replacement_shuffled_0021,full_replacement_shuffled,"AT1G51080,AT1G64720,AT2G19000,AT2G46567,AT3G10570,AT4G31320,AT5G14080,AT5G43180",8,8,20042,test,ath03450,KEGG,Other KEGG/cellular,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,8,NA,NA,NA,0,0.125,AC_PWY-321
TEST_NEG_seed42_full_replacement_shuffled_0022,full_replacement_shuffled,"AT1G05205,AT1G19900,AT1G25520,AT1G32280,AT1G65425,AT1G67440,AT1G73060,AT2G05790,AT2G33790,AT2G47160,AT3G43180,AT3G44980,AT3G45280,AT3G46880,AT3G50160,AT4G19450,AT4G31690,AT4G39370,AT5G04390,AT5G07050,AT5G21125,AT5G40200,AT5G44360,AT5G45020",24,24,20042,test,AC_PWY-3841,AraCyc,Cofactor/vitamin metabolism,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0,24,NA,NA,NA,0,0.14285714285714285,AC_PWY-6908
